mall0002,CORE32648C289B4944B790CD5A4C10BD14A9,C148B8863A375950E0539510000A279C,
mall0001,COREB8ADCA76196B4267B96B480045A306C8,C148B8867291837AE0539510000AC422,
mall0003,COREFC3A02992B284CEC9543150906D16EF6,C148B88463526528E0539510000A3303,
