mall0003,CORE7B468D80AA8743D1BB35C8BF17E12002,C148B88463526528E0539510000A3303,
mall0002,CORE94C962224CFD4DBB8AB4190D42103BA3,C148B8863A375950E0539510000A279C,
mall0001,COREE8049B10EA3144BE8A6BA8135A8E984D,C148B8867291837AE0539510000AC422,
